SWB_1,SWB_2,SWB_3,FSscore,HOUSING,LIVINGARRANGEMENT,SAVINGSRANGES,EARNERS,MANAGE2,PAREDUC,HHEDUC,KIDS_NoChildren,EMPLOY,agecat,generation,PPEDUC,PPETHM,PPGENDER,PPHHSIZE,PPINCIMP,PPMARIT,PPREG4,PPREG9
3,3,4,33,1,1,5,1,3,4,4,1,2,3,3,4,1,1,1,5,4,2,3
5,4,7,40,1,2,5,2,2,1,3,-1,8,7,2,2,1,2,2,3,1,2,3
6,6,6,69,1,2,7,2,2,2,5,1,8,6,2,5,1,2,2,9,1,2,3
5,6,6,52,2,1,6,1,3,4,5,-1,2,2,4,4,2,1,2,5,4,3,6
7,7,5,43,1,2,99,1,3,2,2,1,1,5,2,1,2,2,3,2,3,3,5
5,6,6,50,2,4,3,3,3,2,2,1,2,2,4,2,4,1,5,4,4,4,9
5,7,7,39,3,3,1,3,1,1,4,1,3,1,4,3,4,2,4,4,4,1,2
6,4,4,38,2,4,2,3,3,2,2,1,8,3,3,2,1,2,3,3,3,2,3
3,4,5,39,1,1,3,1,3,3,3,0,6,3,3,3,1,2,4,3,3,4,8
7,3,6,55,1,2,7,1,3,2,2,1,8,8,1,2,1,1,2,2,1,3,7
6,6,5,53,1,1,6,1,3,2,5,0,2,6,2,5,1,1,1,8,3,2,4
4,3,6,60,1,2,7,3,2,2,5,1,8,6,2,5,1,2,3,8,1,4,8
7,-1,-1,45,1,2,3,2,3,1,3,0,3,7,1,3,4,2,2,5,1,2,4
5,6,6,46,3,2,99,1,2,-1,2,0,4,5,2,1,1,2,3,1,1,3,5
5,5,5,41,1,2,3,2,2,3,4,0,2,4,3,4,4,2,5,8,1,3,5
7,7,6,57,1,2,99,2,2,3,4,-1,8,8,1,3,1,2,2,6,1,4,8
6,7,7,48,2,4,4,2,1,4,4,1,5,1,4,3,1,1,4,7,4,4,8
5,5,7,55,1,2,4,1,3,2,3,0,2,2,4,2,1,1,5,7,1,3,7
7,3,3,55,1,1,99,1,3,4,4,1,2,5,2,4,1,2,1,3,4,3,5
6,5,6,35,2,5,2,1,3,1,2,0,3,3,3,1,4,2,5,1,3,3,7
5,6,6,54,1,2,99,1,3,2,2,1,2,5,2,1,2,1,2,7,1,1,2
7,6,5,64,1,2,99,2,1,1,3,1,8,8,1,1,4,2,2,3,1,4,9
4,4,4,42,2,2,1,1,1,1,1,1,2,2,4,1,1,1,2,1,4,3,6
7,7,7,56,1,2,5,2,3,1,5,0,2,2,4,5,4,1,4,7,1,4,9
4,5,6,56,2,2,2,3,2,2,2,0,6,1,4,2,1,2,5,5,3,2,4
3,7,5,46,2,4,2,3,2,3,3,1,2,4,2,3,1,2,4,3,1,2,3
7,7,7,55,1,2,7,2,2,3,3,1,8,6,2,2,1,1,2,6,1,4,9
5,4,4,45,3,3,4,2,2,3,4,1,2,2,4,4,1,1,3,5,4,3,7
5,6,6,43,1,2,99,1,3,3,3,-1,1,4,2,3,1,1,2,7,5,2,3
6,6,6,50,1,2,7,2,3,3,4,1,8,5,2,3,2,1,2,3,1,2,3
4,3,4,33,1,2,5,2,2,3,3,1,2,6,2,3,1,1,3,7,1,3,5
4,4,6,63,1,2,7,2,3,1,4,0,8,7,1,4,1,2,2,8,1,3,5
5,2,6,52,1,1,99,1,3,2,2,1,8,6,2,2,1,2,1,2,3,2,3
7,4,7,42,1,2,1,2,1,2,2,0,3,3,3,2,1,2,4,1,5,2,3
5,4,5,31,3,3,3,2,2,4,4,1,2,2,4,2,3,2,2,6,4,3,7
5,5,4,41,1,2,6,1,2,2,3,1,1,4,3,2,1,1,2,5,1,3,6
6,6,6,47,2,2,5,2,3,1,2,0,2,3,3,2,4,1,4,3,4,4,9
6,5,5,47,1,2,6,1,2,5,5,1,2,4,2,5,1,1,3,9,1,3,7
7,7,7,80,1,2,7,2,3,5,5,1,2,6,2,5,1,1,2,7,1,3,6
6,6,7,58,1,2,4,2,3,4,4,0,4,4,3,4,1,2,3,6,1,3,5
6,4,5,42,1,2,5,2,3,1,3,1,2,6,2,4,1,1,2,8,1,1,1
6,7,6,53,1,2,5,2,3,4,4,1,2,2,4,4,1,2,2,7,1,3,5
5,4,5,40,1,2,4,2,2,3,3,0,2,3,3,2,1,1,4,6,1,4,8
7,7,7,57,1,2,6,2,3,2,5,1,2,3,4,5,1,2,2,8,1,1,2
5,5,6,42,1,2,6,1,2,4,5,0,1,5,2,4,1,2,4,9,1,2,3
7,6,6,58,1,2,5,1,2,2,4,0,2,2,4,4,1,1,4,8,1,3,7
2,2,2,10,3,4,2,2,1,1,3,1,6,4,2,1,1,1,5,1,3,3,5
3,5,4,42,1,2,99,2,1,2,5,0,3,4,3,4,1,2,4,8,1,4,9
6,6,6,42,1,2,5,2,3,3,4,1,2,2,4,4,1,2,2,6,1,1,2
5,5,4,48,1,2,4,2,2,3,4,0,2,4,3,4,1,2,3,5,1,4,9
4,1,2,54,1,2,99,1,3,1,3,0,2,4,3,3,1,1,3,9,1,1,1
7,7,7,85,2,2,3,2,3,2,2,0,2,2,4,2,1,2,4,2,5,3,7
7,7,7,67,1,2,5,2,2,2,3,1,1,5,2,3,1,2,2,6,1,2,4
6,6,6,25,3,3,2,3,1,2,3,0,7,2,4,3,4,2,5,5,3,4,9
4,5,5,38,1,1,5,1,3,2,2,1,8,7,1,2,1,1,1,1,4,3,7
6,5,4,52,1,2,98,2,2,4,4,1,8,8,1,4,1,1,2,4,1,1,2
7,7,7,61,1,2,7,1,2,3,4,1,8,7,1,3,1,2,2,8,1,1,1
2,3,2,57,3,2,1,2,1,2,4,0,2,4,2,3,1,1,3,7,1,2,4
6,5,5,55,1,2,6,2,3,5,5,1,2,4,3,5,1,1,2,8,1,4,9
5,4,4,38,1,2,3,1,1,2,3,0,7,4,2,2,1,2,2,7,1,1,2
4,6,5,30,2,4,98,3,2,4,4,1,5,1,4,3,1,2,2,2,4,1,2
5,5,5,48,2,2,99,1,3,3,3,1,2,6,2,3,1,1,2,7,1,1,2
6,5,5,52,1,2,7,2,2,1,3,1,3,5,2,2,1,2,2,8,1,1,2
5,4,4,43,1,2,6,2,2,3,5,1,8,7,1,3,1,1,2,5,1,3,6
7,7,7,64,1,2,7,3,3,4,4,1,8,6,2,4,1,2,3,7,1,3,5
6,6,6,39,1,2,6,1,3,2,3,0,4,4,2,3,1,2,4,7,1,4,9
5,5,5,33,3,5,5,3,1,3,4,1,2,2,4,4,1,1,1,8,1,2,4
6,6,6,55,2,2,99,2,2,2,3,1,2,2,4,2,1,1,1,3,5,3,5
7,6,6,60,1,2,6,1,3,2,4,1,2,6,2,4,3,1,2,9,1,4,8
6,5,4,14,1,3,1,3,1,4,4,0,1,4,3,3,2,1,5,8,3,1,2
5,5,5,48,2,2,6,2,3,5,5,1,2,2,4,5,1,1,2,8,1,1,1
5,6,6,47,1,2,3,1,3,3,5,1,2,2,4,5,1,1,1,3,4,2,3
4,4,4,41,1,2,3,2,3,5,5,0,2,4,3,5,1,1,3,8,1,2,4
5,7,7,45,1,2,3,2,1,2,5,1,2,4,2,3,1,1,2,9,1,3,5
4,7,7,50,1,2,6,2,2,5,5,0,99,4,2,2,1,1,4,8,1,1,2
3,5,6,42,2,2,5,2,2,5,4,1,2,2,4,4,1,2,3,9,1,1,2
6,6,5,59,1,2,5,1,2,3,4,0,4,1,4,3,1,2,3,1,1,4,8
7,7,6,85,1,2,7,2,3,5,5,1,8,6,2,5,2,2,2,9,1,3,5
2,2,1,48,1,2,7,2,2,2,4,1,7,6,2,4,3,2,2,6,5,2,3
5,5,6,56,1,1,5,1,3,4,4,1,2,2,4,4,1,1,1,6,4,2,3
4,4,1,29,1,2,2,2,3,3,3,0,2,2,4,3,2,2,5,3,1,4,8
5,4,4,43,1,2,5,1,3,4,5,1,8,8,1,5,1,1,2,9,1,1,2
6,6,4,44,1,2,5,2,2,4,5,1,8,8,1,4,1,1,2,9,1,1,1
4,5,7,52,1,2,6,2,3,5,5,1,2,3,3,4,1,1,2,9,5,2,4
6,6,6,46,1,2,6,2,2,2,3,1,2,5,2,2,1,1,1,6,1,1,1
4,6,7,60,1,2,5,2,3,3,4,-1,8,6,2,3,1,1,2,7,1,4,8
5,5,4,33,2,1,1,1,3,2,2,1,6,4,2,2,1,2,1,1,3,2,3
6,5,3,57,1,2,7,2,2,5,5,1,1,8,1,3,1,2,2,9,3,1,2
7,7,7,60,1,2,7,2,3,5,5,1,7,2,4,5,1,1,2,6,1,2,4
3,1,2,41,1,2,99,2,2,2,3,1,2,5,2,2,1,2,2,6,1,1,2
6,4,3,48,1,2,4,2,2,2,3,1,6,5,2,2,1,2,2,1,1,1,2
7,7,7,73,1,1,7,1,3,5,5,1,8,8,1,5,1,1,1,7,2,3,5
7,7,7,54,1,2,6,2,2,4,5,0,2,4,3,5,1,2,3,7,1,4,9
7,6,6,48,1,2,7,2,1,3,4,-1,8,6,2,3,3,1,1,4,4,4,9
7,3,4,43,1,2,99,2,1,2,2,1,8,8,1,2,1,2,2,1,1,3,5
6,6,6,42,1,1,5,1,3,5,5,1,1,4,3,5,1,2,1,9,3,1,1
4,5,7,39,3,3,2,3,3,3,3,1,2,1,4,2,1,2,5,7,4,2,3
6,6,7,61,1,2,7,2,2,4,5,0,2,4,3,5,1,1,4,9,1,3,5
5,5,5,42,2,2,3,2,2,3,4,1,2,4,2,3,1,2,2,7,3,1,2
7,7,7,71,1,2,6,2,2,5,5,1,2,6,2,5,3,2,3,8,1,1,1
7,6,6,57,1,2,7,2,2,5,5,1,8,8,1,5,1,1,2,7,1,3,5
6,4,4,78,1,2,7,2,-1,4,5,1,1,5,2,4,1,1,2,9,1,4,9
6,6,5,42,1,1,4,1,3,2,2,1,8,8,1,2,1,2,1,2,2,4,8
5,7,7,43,1,2,4,1,3,3,4,0,4,2,4,3,4,2,4,7,1,3,7
5,6,7,73,1,2,99,2,2,2,5,0,2,4,2,4,1,2,3,8,1,2,3
7,7,7,40,1,2,99,2,3,2,2,1,8,7,2,1,4,2,2,3,1,4,8
4,4,5,43,1,1,99,1,3,5,5,1,8,8,1,5,1,2,1,7,4,2,3
6,6,7,32,2,2,2,1,1,1,1,0,4,3,3,1,4,2,5,5,1,3,7
7,7,7,42,2,1,6,1,3,3,3,1,2,2,4,3,1,1,1,5,4,2,3
4,4,4,29,1,2,2,2,3,2,3,1,2,5,2,3,2,2,2,4,1,2,3
6,7,7,56,2,1,2,1,3,3,4,0,2,3,3,1,4,1,4,4,3,4,9
6,6,6,42,2,2,99,2,2,5,5,1,5,2,4,3,1,1,2,3,1,2,4
6,4,6,40,2,1,99,1,3,4,4,1,2,2,4,4,1,1,1,1,4,2,4
5,5,4,41,1,4,6,1,3,3,4,1,2,3,3,3,1,1,3,9,3,1,2
5,5,7,53,1,1,99,1,3,2,2,1,8,8,1,2,1,2,1,2,2,1,1
3,5,7,40,1,2,5,1,3,2,2,1,3,3,3,2,1,1,2,1,1,2,3
5,6,7,59,1,2,7,2,2,4,5,1,2,2,4,5,1,2,1,9,1,2,4
6,-1,-1,59,1,2,6,2,3,3,4,1,8,6,2,3,1,2,1,7,1,3,6
4,4,2,43,3,4,99,2,2,2,4,1,8,8,1,4,1,2,4,6,3,3,6
6,6,6,49,1,2,7,2,3,2,2,-1,8,8,1,2,1,1,2,7,1,4,9
5,5,5,37,2,2,3,1,1,4,5,1,6,4,3,4,2,2,2,8,3,3,7
6,5,5,52,1,2,2,2,3,3,5,0,1,6,2,3,1,1,3,7,3,4,9
6,6,6,52,1,1,7,1,3,2,2,0,2,5,2,2,4,1,1,8,3,4,8
6,5,2,54,1,2,99,2,2,1,5,0,1,7,1,5,1,2,3,9,1,3,5
6,7,7,48,2,2,4,2,3,3,3,0,2,4,3,3,1,2,3,4,1,3,6
5,7,7,55,2,1,4,1,3,2,2,1,2,1,4,2,1,1,4,8,4,3,6
6,4,4,48,2,4,99,1,3,1,1,0,6,7,2,1,3,2,2,1,2,2,3
7,7,7,71,1,2,99,2,-1,2,5,1,99,6,2,2,2,1,2,6,1,3,5
7,7,7,59,1,2,3,2,1,3,4,1,2,3,3,3,1,1,3,8,1,2,3
5,7,7,58,1,2,6,2,3,2,2,1,4,6,2,2,2,2,2,2,1,3,5
7,6,6,49,1,2,7,2,3,2,5,1,2,3,3,5,1,2,2,9,1,3,5
5,5,6,54,1,1,7,1,3,5,5,1,2,4,2,5,1,2,1,8,4,3,7
6,7,7,37,2,2,3,1,1,2,5,0,4,3,3,1,4,2,4,3,1,4,9
7,7,4,71,1,2,99,2,2,2,5,-1,8,6,2,5,1,2,2,9,1,3,5
5,4,1,53,2,2,6,2,3,2,2,1,3,8,1,2,1,1,1,2,1,2,4
5,5,6,43,1,2,2,2,2,2,5,1,8,6,2,4,2,2,2,4,1,3,5
4,7,7,47,2,2,98,3,2,5,5,0,1,2,4,5,2,1,5,3,1,3,5
4,4,4,44,3,3,5,2,2,4,4,1,7,5,2,4,1,1,3,6,4,3,7
7,6,5,60,1,2,5,2,3,2,3,1,2,5,2,3,1,1,2,8,1,3,5
6,7,7,61,1,2,99,2,3,4,-1,0,2,3,3,4,2,2,3,7,3,3,5
5,4,3,53,1,2,6,2,3,5,5,0,2,3,3,5,3,1,2,9,1,4,9
5,5,6,42,1,2,6,2,2,3,4,0,2,4,3,3,1,1,5,6,1,3,5
2,4,2,57,2,1,7,1,3,2,4,-1,2,6,2,4,1,1,1,8,4,1,2
4,4,4,50,1,1,4,1,3,2,2,-1,8,7,2,2,1,2,1,2,2,1,2
4,5,7,58,1,3,2,3,2,2,3,1,1,1,4,2,4,2,3,3,4,3,7
6,6,7,51,1,2,6,2,2,2,4,-1,2,4,3,3,1,1,1,8,1,2,3
7,6,6,55,1,2,7,2,3,4,5,1,8,8,1,4,1,1,2,8,1,3,5
6,5,5,42,1,2,99,1,2,2,4,0,4,4,2,2,1,2,5,8,1,1,1
6,6,6,54,1,2,7,2,3,2,5,1,8,7,1,5,1,1,2,9,1,4,9
6,7,7,58,2,1,6,1,3,5,5,0,1,4,3,5,1,1,2,3,4,3,5
4,5,6,46,1,1,6,1,3,2,2,1,8,7,1,2,1,2,1,2,4,3,6
7,6,6,40,1,2,2,2,2,3,4,0,2,5,2,3,1,2,5,7,1,4,8
5,7,7,75,2,1,99,1,3,3,3,0,2,5,2,3,2,1,2,2,4,3,7
6,5,7,82,1,2,7,2,2,3,4,1,2,5,2,3,1,2,2,8,1,3,5
6,7,3,45,3,2,3,2,3,2,1,0,2,2,4,2,4,1,3,3,1,3,5
4,4,4,42,2,4,1,1,1,1,1,1,7,2,4,1,1,2,4,1,4,1,2
6,5,3,50,1,2,5,2,2,3,3,1,8,8,1,3,1,1,2,3,1,2,4
5,5,6,28,1,2,99,2,1,5,4,1,8,7,1,2,2,1,2,3,1,3,6
7,5,7,53,1,2,4,2,2,1,2,1,8,8,1,2,1,1,3,7,1,3,7
6,6,6,51,1,2,7,2,3,2,3,0,2,5,2,3,1,1,4,3,1,3,7
5,5,5,35,2,2,98,2,-1,3,4,0,1,2,4,3,4,2,4,5,5,4,9
6,3,4,44,1,2,7,2,2,2,3,1,8,8,1,3,1,1,2,3,1,4,9
1,7,6,66,1,2,3,2,2,1,1,1,6,5,2,1,3,2,2,1,1,3,7
6,7,6,49,1,1,3,1,3,3,4,0,2,6,2,3,2,2,1,5,2,3,5
7,7,7,68,1,2,5,2,2,2,5,1,2,2,4,5,1,1,2,8,1,2,3
7,7,6,73,1,2,5,2,3,4,5,1,2,4,3,5,1,1,2,9,1,4,9
6,6,6,50,1,2,5,2,2,2,2,0,2,4,2,2,1,1,4,5,1,2,3
4,7,4,58,1,3,2,2,2,4,4,1,3,5,2,1,4,2,2,1,2,3,7
4,3,2,32,1,2,2,2,3,1,1,0,6,6,2,1,1,2,3,1,1,3,5
1,1,7,58,1,2,7,1,3,4,4,1,8,8,1,4,1,1,2,9,1,4,8
7,7,7,51,1,2,5,1,3,4,4,0,2,4,3,4,1,1,5,7,1,3,5
5,5,5,41,2,2,1,1,3,1,2,0,2,4,2,2,4,1,3,2,1,3,5
6,7,6,52,1,2,5,3,1,3,3,0,1,4,2,3,1,1,5,7,1,1,1
7,7,7,61,1,2,7,2,2,4,5,1,2,4,2,4,1,1,2,9,1,4,8
7,7,7,85,1,2,6,2,3,5,5,0,1,2,4,5,1,1,3,9,1,1,1
7,6,5,57,1,2,5,2,2,2,5,0,8,8,1,5,1,1,2,8,1,2,3
5,6,7,61,1,1,7,1,3,4,4,1,2,5,2,4,1,1,1,7,3,2,4
7,7,7,42,1,2,6,2,3,4,3,0,8,6,2,3,1,2,2,8,1,2,4
7,4,7,50,1,2,99,2,3,2,2,-1,8,6,2,2,1,2,2,4,1,2,4
4,6,5,52,2,1,1,1,3,1,3,1,1,1,4,3,4,1,1,2,5,3,7
6,5,6,50,3,5,5,1,2,5,5,1,8,8,1,3,1,2,1,2,2,1,2
6,6,6,54,1,2,4,2,1,5,5,0,2,4,2,4,1,1,5,8,1,2,3
6,6,6,49,2,2,6,2,1,4,4,-1,2,2,4,4,1,2,3,9,4,1,1
6,5,5,51,1,1,6,1,3,4,4,0,2,1,4,4,1,1,3,7,3,3,5
7,7,7,85,2,2,2,2,2,3,3,0,3,3,4,3,4,2,4,6,1,4,8
7,7,7,61,1,2,6,2,3,2,5,1,2,3,3,5,1,2,2,8,1,1,2
7,7,7,76,1,2,7,2,3,2,5,0,1,6,2,5,1,1,2,7,1,3,7
6,7,7,61,1,2,5,2,3,3,3,0,2,4,3,3,4,2,3,4,1,2,3
6,6,7,47,1,2,99,2,2,3,3,1,4,6,2,3,1,2,2,1,1,2,3
4,4,5,41,1,1,98,1,3,4,4,1,2,6,2,4,2,1,1,3,4,2,3
5,4,6,82,2,1,5,1,3,3,3,1,2,2,4,3,1,2,1,5,4,3,5
4,5,5,43,1,2,5,2,3,4,4,0,2,5,2,4,1,1,3,8,1,3,5
4,4,6,63,2,1,1,1,3,1,1,0,3,2,4,1,1,2,3,1,4,2,3
6,7,6,38,2,2,3,2,3,4,5,1,2,2,4,5,1,1,2,8,5,2,3
6,6,6,54,1,2,6,1,3,5,5,0,2,4,3,5,1,1,4,7,1,2,3
6,6,5,55,1,4,5,1,3,3,4,-1,8,7,1,3,1,2,3,6,2,1,2
6,6,4,57,1,2,6,2,3,5,5,-1,8,7,2,5,1,1,2,9,1,1,2
4,5,6,56,3,3,5,2,1,3,3,1,2,2,4,2,3,2,5,5,4,2,3
3,3,6,56,2,2,7,2,3,3,4,0,6,3,3,3,1,1,5,3,3,1,1
4,4,5,71,1,2,7,2,3,3,3,1,8,7,2,3,1,1,2,7,1,4,9
7,7,7,59,1,2,5,1,2,5,5,0,2,2,4,5,1,1,4,5,1,3,7
3,4,3,42,2,2,3,2,2,2,3,0,6,5,2,2,1,1,3,3,1,2,3
6,6,5,50,1,2,99,1,1,1,1,0,4,2,4,1,4,2,4,1,1,3,7
4,4,3,46,1,2,3,2,3,4,3,1,8,5,2,2,3,2,2,2,1,4,9
3,2,5,29,2,1,1,1,3,3,4,1,7,3,3,4,1,1,1,2,4,1,2
4,4,4,41,2,2,4,1,3,4,3,0,4,2,4,3,1,2,4,3,1,4,9
7,7,7,33,2,2,3,1,1,1,1,0,4,2,4,1,4,2,5,1,1,4,9
3,1,1,49,-1,1,98,1,3,2,2,1,8,8,1,2,1,2,2,7,2,2,3
4,4,5,56,1,2,7,2,2,5,4,1,8,7,2,5,1,2,2,9,1,1,2
7,7,6,48,2,2,4,2,2,4,4,1,2,2,4,4,1,2,2,8,5,3,5
6,6,6,51,2,2,6,2,2,4,4,1,2,2,4,4,1,1,3,2,1,2,3
5,5,5,35,2,1,4,1,3,3,3,0,2,4,3,3,1,1,2,6,3,1,1
6,4,4,54,1,2,4,2,2,3,3,1,8,8,1,3,1,1,2,4,1,3,5
4,5,6,34,1,2,4,1,2,3,3,1,2,4,2,3,1,2,2,9,1,1,2
6,6,5,42,1,2,7,2,2,4,3,0,2,5,2,2,1,2,2,8,1,2,3
6,4,5,53,1,2,7,1,2,3,4,0,4,4,2,3,1,1,2,9,1,3,5
7,7,5,49,1,2,7,2,2,5,5,0,8,7,2,5,1,1,2,7,1,3,6
7,7,7,42,1,2,5,1,3,4,4,0,3,3,3,4,1,2,5,8,1,4,9
4,4,4,42,2,2,1,2,2,2,2,0,2,3,3,2,1,1,5,7,1,1,2
7,7,7,79,1,2,7,1,3,3,3,1,8,8,1,3,1,1,2,2,1,2,3
6,6,7,51,1,2,5,2,2,3,5,1,2,3,3,5,1,2,2,9,1,3,6
6,6,5,56,1,2,6,2,2,1,5,1,8,8,1,5,2,1,2,7,1,3,5
5,6,5,54,1,1,5,1,3,4,4,1,8,6,2,4,1,1,1,4,4,2,3
5,5,7,43,1,2,6,2,2,2,3,1,8,7,1,2,1,1,2,2,1,2,3
5,7,6,46,2,2,3,1,1,2,3,0,2,2,4,2,1,1,3,1,1,3,6
6,7,6,60,1,2,7,2,2,3,4,-1,2,5,2,4,1,2,2,9,1,2,4
4,6,7,37,2,2,4,2,3,4,4,0,2,2,4,4,1,2,3,7,1,1,1
6,7,7,57,1,2,6,1,3,4,4,0,1,2,4,4,1,1,4,9,1,3,7
5,7,7,56,3,4,4,2,1,3,3,1,5,1,4,2,1,2,3,7,4,2,3
4,4,2,40,1,1,5,1,3,4,5,1,8,8,1,5,1,2,1,7,2,1,2
6,6,7,50,1,2,6,1,3,3,3,0,4,2,4,2,1,2,3,7,1,1,2
5,5,7,50,1,2,6,2,3,3,3,1,2,3,3,3,1,1,2,8,5,2,4
5,5,6,49,2,2,4,2,1,4,4,1,3,2,4,4,1,1,2,7,1,2,4
5,4,6,35,2,4,2,2,3,2,4,1,2,4,3,4,1,1,2,2,4,2,3
4,4,5,43,2,2,5,2,3,3,3,1,8,7,2,3,1,2,3,9,1,1,2
4,7,4,31,1,2,5,2,3,2,2,1,8,8,1,2,1,1,1,3,1,1,1
6,5,5,45,1,2,6,2,2,2,2,1,2,4,2,2,1,2,3,8,1,3,5
5,7,4,39,1,2,3,2,2,2,4,1,3,4,3,4,1,2,5,9,1,1,2
6,6,6,55,1,2,6,2,3,5,5,1,8,6,2,5,1,2,2,8,1,2,4
7,7,7,27,1,2,98,1,1,2,2,0,4,4,3,2,1,2,4,5,1,1,1
5,6,6,54,1,2,3,2,3,3,4,1,2,2,4,4,1,1,2,8,1,4,8
7,5,7,65,1,2,99,1,2,2,3,0,4,4,3,2,1,2,2,7,1,1,2
4,4,4,51,1,1,99,1,3,4,5,0,1,6,2,5,2,1,2,8,3,1,2
6,7,7,66,3,3,4,1,1,4,4,1,5,1,4,3,1,1,2,2,4,3,7
4,6,6,13,2,2,1,2,3,3,2,0,5,2,4,3,1,2,5,1,1,4,9
5,6,6,51,1,2,3,2,2,3,4,1,2,2,4,3,4,2,3,3,4,3,5
6,5,5,48,1,2,6,2,2,4,5,1,8,5,2,3,1,1,2,7,1,2,3
5,6,7,47,2,2,5,2,3,1,3,0,2,1,4,2,4,2,4,6,5,3,7
4,6,6,48,2,2,3,1,2,3,4,1,2,2,4,3,1,2,2,7,5,2,3
5,5,7,36,2,3,2,3,2,2,2,1,5,2,4,3,4,1,4,6,4,4,9
6,6,7,44,3,3,3,2,1,5,5,1,5,1,4,3,1,2,3,5,4,3,5
4,5,5,43,1,2,7,2,3,1,5,1,2,3,4,5,3,1,2,9,1,3,7
6,6,6,44,2,2,99,2,3,4,5,1,2,2,4,4,1,2,3,9,4,4,9
7,7,7,85,1,2,6,2,3,5,5,0,2,5,2,5,1,1,4,9,1,1,1
7,6,7,55,1,2,98,2,2,1,1,1,8,8,1,1,4,1,2,1,1,4,9
6,7,5,55,1,2,98,2,3,4,5,-1,8,8,1,4,1,1,2,7,1,3,7
6,7,7,46,2,2,5,2,2,4,4,1,2,2,4,4,1,2,3,9,4,1,1
5,5,5,35,2,2,1,2,3,1,1,0,3,2,4,1,1,2,3,3,1,2,3
7,7,7,65,2,2,1,2,2,3,3,0,2,3,3,3,1,1,1,4,3,3,5
6,6,5,68,2,2,99,2,1,2,3,1,8,7,1,3,2,1,2,7,1,3,5
6,6,6,51,1,2,5,2,3,3,5,0,2,2,4,5,1,2,3,9,1,2,3
3,6,6,31,2,2,3,2,3,4,4,0,2,3,3,4,4,2,3,8,3,1,2
7,7,7,56,1,2,2,2,3,3,3,1,2,2,4,3,1,2,2,5,1,1,2
7,7,7,42,1,2,3,2,3,2,3,0,2,3,3,2,1,2,3,8,1,4,8
5,5,5,56,1,4,99,1,3,3,3,-1,8,8,1,3,2,2,1,3,3,3,5
7,7,7,54,2,2,2,2,3,3,3,-1,2,5,2,4,1,1,2,7,1,2,3
2,4,5,39,1,1,5,-1,3,2,2,1,1,5,2,2,1,2,1,2,3,3,6
5,4,5,44,1,2,6,1,3,5,5,0,2,3,3,5,1,1,4,5,1,3,5
5,6,5,39,1,1,99,1,3,3,5,1,7,2,4,3,1,1,1,2,4,3,7
6,6,6,56,1,2,5,1,2,5,5,0,2,3,3,5,1,2,2,8,5,2,3
5,5,4,51,1,2,99,2,2,4,5,1,8,6,2,4,1,1,2,9,1,3,5
1,4,7,43,1,3,6,1,1,2,4,1,7,2,4,4,4,1,2,6,4,3,7
6,6,5,45,2,2,99,1,2,3,5,0,2,2,4,5,1,1,3,4,1,3,5
6,6,7,57,1,1,99,1,3,5,5,-1,8,7,1,3,1,1,1,3,3,2,3
4,4,3,56,2,2,7,2,2,2,5,1,1,4,3,5,1,1,2,7,5,1,1
4,4,6,40,1,2,99,2,3,1,4,1,8,6,2,3,3,1,4,8,1,4,9
7,6,5,41,1,2,1,3,2,3,3,0,8,6,2,3,2,2,4,3,1,2,3
6,5,7,46,2,2,4,3,3,3,4,1,2,4,2,3,1,1,5,8,1,1,2
7,7,7,53,1,2,99,2,2,5,5,1,8,7,1,3,1,1,2,3,1,4,9
4,7,7,46,2,4,99,2,2,2,5,1,1,2,4,3,4,1,3,8,4,3,7
6,6,6,68,1,2,99,2,2,5,5,0,3,5,2,5,1,2,2,7,1,3,5
6,5,5,43,1,2,3,1,3,2,2,1,8,7,2,2,1,1,2,3,1,3,5
4,5,5,58,3,4,4,2,1,5,5,1,3,1,4,3,1,1,3,8,4,2,4
5,6,6,51,2,3,99,2,1,2,3,1,5,1,4,3,4,1,4,3,4,4,9
4,5,6,60,1,2,5,1,2,2,5,0,4,3,3,2,1,2,4,3,1,3,6
7,6,6,48,1,2,7,2,3,1,3,1,8,8,1,2,1,1,2,4,1,3,5
5,5,7,57,3,4,1,1,3,1,1,1,8,4,3,1,1,2,2,1,4,2,4
-1,7,-1,45,1,2,6,2,2,1,4,1,1,3,3,3,4,1,2,6,1,3,5
4,4,5,38,2,2,1,2,1,5,5,0,3,3,3,5,1,1,5,7,1,4,9
1,1,3,48,2,2,4,3,2,3,3,1,3,1,4,3,3,1,5,2,5,3,7
5,7,7,58,2,4,5,3,2,3,3,0,2,2,4,3,2,1,3,4,4,3,5
6,6,5,57,2,2,7,2,2,3,4,1,8,7,1,4,1,2,2,8,1,1,1
7,5,4,52,1,2,7,2,2,4,2,1,8,8,1,2,1,2,2,7,1,4,9
6,5,7,65,1,2,99,1,2,2,3,0,2,3,3,2,1,1,3,7,1,3,5
6,6,6,56,2,2,4,2,2,5,5,1,3,2,4,4,1,1,2,4,5,3,5
3,4,3,47,1,2,4,2,3,3,3,0,2,5,2,3,1,1,2,6,1,2,3
6,7,6,33,2,4,4,1,1,1,3,1,4,4,3,1,4,2,5,6,4,4,9
7,4,1,61,1,2,7,2,3,2,2,0,8,7,1,2,1,2,2,3,1,3,7
7,7,7,56,1,2,6,1,2,5,4,1,2,4,3,5,1,1,2,6,1,2,3
5,6,7,47,2,2,6,2,3,3,4,0,2,3,3,3,4,1,4,7,1,4,9
